domain,stratum,source,source_rank,run_id,device,viewport,locale,geo_country,datetime_utc,final_url,status,blocked_reason,banner_present,banner_type,cms_cmp_vendor,language_detected,accept_all_first_layer,reject_all_first_layer,manage_first_layer,close_button_present,clicks_accept_all,clicks_reject_all,delta_clicks,steps_reject_description,has_toggle_analytics,has_toggle_ads,default_on_analytics,default_on_ads,has_reject_all_anywhere,third_party_before_consent,third_party_after_reject,tracking_after_reject_flag,dp1_flag,dp2_flag,dp3_flag,dp4_flag,dp5_flag,dp6_flag,dp7_flag,dp8_flag,screenshot_path_banner,screenshot_path_manage,notes
fda.moph.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:18:50.737Z,https://www.fda.moph.go.th/home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,3,,,1,1,0,,,,,,evidence/fda.moph.go.th/desktop/run1_banner.png,evidence/fda.moph.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/fda.moph.go.th/desktop/run1_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์ อย.""; interstitial_step1_after=evidence/fda.moph.go.th/desktop/run1_interstitial_step1_after.png; "
dtam.moph.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:18:15.673Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://dtam.moph.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
chula.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:19:07.049Z,https://www.chula.ac.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,evidence/chula.ac.th/desktop/run1_banner.png,evidence/chula.ac.th/desktop/run1_manage.png,interstitial_step1_before=evidence/chula.ac.th/desktop/run1_interstitial_step1_before.png; 
fda.moph.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:19:06.185Z,https://www.fda.moph.go.th/home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,evidence/fda.moph.go.th/mobile/run2_banner.png,evidence/fda.moph.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/fda.moph.go.th/mobile/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์ อย.""; interstitial_step1_after=evidence/fda.moph.go.th/mobile/run2_interstitial_step1_after.png; "
chula.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:19:16.121Z,https://www.chula.ac.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,evidence/chula.ac.th/desktop/run2_banner.png,evidence/chula.ac.th/desktop/run2_manage.png,interstitial_step1_before=evidence/chula.ac.th/desktop/run2_interstitial_step1_before.png; 
chula.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:19:18.680Z,https://www.chula.ac.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,evidence/chula.ac.th/mobile/run1_banner.png,evidence/chula.ac.th/mobile/run1_manage.png,interstitial_step1_before=evidence/chula.ac.th/mobile/run1_interstitial_step1_before.png; 
chula.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:19:22.080Z,https://www.chula.ac.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,evidence/chula.ac.th/mobile/run2_banner.png,evidence/chula.ac.th/mobile/run2_manage.png,interstitial_step1_before=evidence/chula.ac.th/mobile/run2_interstitial_step1_before.png; 
mahidol.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:19:28.285Z,https://mahidol.ac.th/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,evidence/mahidol.ac.th/desktop/run1_banner.png,evidence/mahidol.ac.th/desktop/run1_manage.png,interstitial_step1_before=evidence/mahidol.ac.th/desktop/run1_interstitial_step1_before.png; 
mahidol.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:19:29.164Z,https://mahidol.ac.th/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,evidence/mahidol.ac.th/desktop/run2_banner.png,evidence/mahidol.ac.th/desktop/run2_manage.png,interstitial_step1_before=evidence/mahidol.ac.th/desktop/run2_interstitial_step1_before.png; 
mahidol.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:19:32.002Z,https://mahidol.ac.th/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,evidence/mahidol.ac.th/mobile/run1_banner.png,evidence/mahidol.ac.th/mobile/run1_manage.png,interstitial_step1_before=evidence/mahidol.ac.th/mobile/run1_interstitial_step1_before.png; 
ku.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:19:41.533Z,https://www.ku.ac.th/th,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,evidence/ku.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/ku.ac.th/desktop/run1_interstitial_step1_before.png; 
ku.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:19:44.743Z,https://www.ku.ac.th/th,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,evidence/ku.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/ku.ac.th/desktop/run2_interstitial_step1_before.png; 
mahidol.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:19:40.265Z,https://mahidol.ac.th/,ok,,1,,unknown,en-US,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,evidence/mahidol.ac.th/mobile/run2_banner.png,evidence/mahidol.ac.th/mobile/run2_manage.png,interstitial_step1_before=evidence/mahidol.ac.th/mobile/run2_interstitial_step1_before.png; 
ku.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:19:49.738Z,https://www.ku.ac.th/th,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,evidence/ku.ac.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/ku.ac.th/mobile/run1_interstitial_step1_before.png; 
ku.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:19:52.217Z,https://www.ku.ac.th/th,ok,,1,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,evidence/ku.ac.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/ku.ac.th/mobile/run2_interstitial_step1_before.png; 
tu.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:19:53.388Z,https://tu.ac.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/tu.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/tu.ac.th/desktop/run1_interstitial_step1_before.png; 
tu.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:19:56.437Z,https://tu.ac.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/tu.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/tu.ac.th/desktop/run2_interstitial_step1_before.png; 
tu.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:19:58.865Z,https://tu.ac.th/,ok,,1,,OneTrust,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,evidence/tu.ac.th/mobile/run1_banner.png,evidence/tu.ac.th/mobile/run1_manage.png,interstitial_step1_before=evidence/tu.ac.th/mobile/run1_interstitial_step1_before.png; 
tu.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:19:59.642Z,https://tu.ac.th/,ok,,1,,OneTrust,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,evidence/tu.ac.th/mobile/run2_banner.png,evidence/tu.ac.th/mobile/run2_manage.png,interstitial_step1_before=evidence/tu.ac.th/mobile/run2_interstitial_step1_before.png; 
cmu.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:20:02.674Z,https://www.cmu.ac.th/,ok,,0,,unknown,,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,evidence/cmu.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/cmu.ac.th/desktop/run1_interstitial_step1_before.png; 
cmu.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:20:12.099Z,https://www.cmu.ac.th/,ok,,0,,unknown,,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,evidence/cmu.ac.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/cmu.ac.th/mobile/run1_interstitial_step1_before.png; 
kku.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:20:25.239Z,https://kku.ac.th/,ok,,0,,unknown,th,1,0,0,0,1,,,,0,0,0,0,0,1,,,1,,,,,,,,evidence/kku.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/kku.ac.th/desktop/run1_interstitial_step1_before.png; 
cmu.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:20:20.437Z,https://www.cmu.ac.th/,ok,,0,,unknown,,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,evidence/cmu.ac.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/cmu.ac.th/mobile/run2_interstitial_step1_before.png; 
cmu.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:20:11.332Z,https://www.cmu.ac.th/,ok,,0,,unknown,,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,evidence/cmu.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/cmu.ac.th/desktop/run2_interstitial_step1_before.png; 
kku.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:20:35.115Z,https://kku.ac.th/,ok,,0,,unknown,th,1,0,0,0,1,,,,0,0,0,0,0,1,,,1,,,,,,,,evidence/kku.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/kku.ac.th/desktop/run2_interstitial_step1_before.png; 
kku.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:20:35.866Z,https://kku.ac.th/,ok,,0,,unknown,th,1,0,0,0,1,,,,0,0,0,0,0,1,,,1,,,,,,,,evidence/kku.ac.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/kku.ac.th/mobile/run1_interstitial_step1_before.png; 
kku.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:20:39.075Z,https://kku.ac.th/,ok,,0,,unknown,th,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,evidence/kku.ac.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/kku.ac.th/mobile/run2_interstitial_step1_before.png; 
psu.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:20:44.719Z,https://psu.ac.th/,ok,,0,,unknown,en-US,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/psu.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/psu.ac.th/desktop/run1_interstitial_step1_before.png; 
psu.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:20:45.951Z,https://psu.ac.th/,ok,,0,,unknown,en-US,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/psu.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/psu.ac.th/desktop/run2_interstitial_step1_before.png; 
psu.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:20:52.253Z,https://psu.ac.th/,ok,,1,,unknown,en-US,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/psu.ac.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/psu.ac.th/mobile/run2_interstitial_step1_before.png; 
kmitl.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:20:52.438Z,https://kmitl.ac.th/,ok,,1,,unknown,en,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,evidence/kmitl.ac.th/desktop/run1_banner.png,evidence/kmitl.ac.th/desktop/run1_manage.png,interstitial_step1_before=evidence/kmitl.ac.th/desktop/run1_interstitial_step1_before.png; 
kmitl.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:20:59.254Z,https://kmitl.ac.th/,ok,,1,,unknown,en,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,evidence/kmitl.ac.th/desktop/run2_banner.png,evidence/kmitl.ac.th/desktop/run2_manage.png,interstitial_step1_before=evidence/kmitl.ac.th/desktop/run2_interstitial_step1_before.png; 
kmitl.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:21:14.663Z,https://kmitl.ac.th/,ok,,1,,unknown,en,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,evidence/kmitl.ac.th/mobile/run2_banner.png,evidence/kmitl.ac.th/mobile/run2_manage.png,interstitial_step1_before=evidence/kmitl.ac.th/mobile/run2_interstitial_step1_before.png; 
psu.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:20:49.424Z,https://psu.ac.th/,ok,,1,,unknown,en,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,evidence/psu.ac.th/mobile/run1_banner.png,evidence/psu.ac.th/mobile/run1_manage.png,interstitial_step1_before=evidence/psu.ac.th/mobile/run1_interstitial_step1_before.png; 
kmutt.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:21:27.565Z,https://kmutt.ac.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/kmutt.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/kmutt.ac.th/desktop/run1_interstitial_step1_before.png; 
kmutt.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:21:29.140Z,https://kmutt.ac.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/kmutt.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/kmutt.ac.th/desktop/run2_interstitial_step1_before.png; 
kmutt.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:21:33.964Z,https://kmutt.ac.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/kmutt.ac.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/kmutt.ac.th/mobile/run1_interstitial_step1_before.png; 
kmutt.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:21:35.513Z,https://kmutt.ac.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/kmutt.ac.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/kmutt.ac.th/mobile/run2_interstitial_step1_before.png; 
kmutnb.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:21:40.370Z,https://kmutnb.ac.th/,ok,,1,,unknown,,0,0,0,1,,,,,0,0,0,0,0,1,,,,,,,,,,,evidence/kmutnb.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/kmutnb.ac.th/desktop/run1_interstitial_step1_before.png; 
kmutnb.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:21:41.888Z,https://kmutnb.ac.th/,ok,,1,,unknown,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/kmutnb.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/kmutnb.ac.th/desktop/run2_interstitial_step1_before.png; 
kmutnb.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:21:52.987Z,https://kmutnb.ac.th/,ok,,0,,unknown,,0,0,0,1,,,,,0,0,0,0,0,1,,,,,,,,,,,evidence/kmutnb.ac.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/kmutnb.ac.th/mobile/run1_interstitial_step1_before.png; 
kmutnb.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:21:55.714Z,https://kmutnb.ac.th/,ok,,0,,unknown,,0,0,0,1,,,,,0,0,0,0,0,1,,,,,,,,,,,evidence/kmutnb.ac.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/kmutnb.ac.th/mobile/run2_interstitial_step1_before.png; 
kmitl.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:21:07.614Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://kmitl.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,
su.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:22:00.809Z,https://su.ac.th/suweb/th,ok,,1,,unknown,en,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,evidence/su.ac.th/desktop/run1_banner.png,evidence/su.ac.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/su.ac.th/desktop/run1_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/su.ac.th/desktop/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/su.ac.th/desktop/run1_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step2_after=evidence/su.ac.th/desktop/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/su.ac.th/desktop/run1_interstitial_step3_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step3_after=evidence/su.ac.th/desktop/run1_interstitial_step3_after.png; "
su.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:22:03.465Z,https://su.ac.th/suweb/th,ok,,1,,unknown,en,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,evidence/su.ac.th/desktop/run2_banner.png,evidence/su.ac.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/su.ac.th/desktop/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/su.ac.th/desktop/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/su.ac.th/desktop/run2_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step2_after=evidence/su.ac.th/desktop/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/su.ac.th/desktop/run2_interstitial_step3_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step3_after=evidence/su.ac.th/desktop/run2_interstitial_step3_after.png; "
su.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:22:08.059Z,https://su.ac.th/suweb/th,ok,,1,,unknown,en,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,evidence/su.ac.th/mobile/run1_banner.png,evidence/su.ac.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/su.ac.th/mobile/run1_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/su.ac.th/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/su.ac.th/mobile/run1_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step2_after=evidence/su.ac.th/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/su.ac.th/mobile/run1_interstitial_step3_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step3_after=evidence/su.ac.th/mobile/run1_interstitial_step3_after.png; "
swu.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:22:20.160Z,https://swu.ac.th/,ok,,1,,unknown,en-US,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/swu.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/swu.ac.th/desktop/run1_interstitial_step1_before.png; 
swu.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:22:23.071Z,https://swu.ac.th/,ok,,1,,unknown,en-US,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,evidence/swu.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/swu.ac.th/desktop/run2_interstitial_step1_before.png; 
su.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:22:16.671Z,https://su.ac.th/suweb/th,ok,,1,,unknown,en,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,evidence/su.ac.th/mobile/run2_banner.png,evidence/su.ac.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/su.ac.th/mobile/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/su.ac.th/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/su.ac.th/mobile/run2_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step2_after=evidence/su.ac.th/mobile/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/su.ac.th/mobile/run2_interstitial_step3_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step3_after=evidence/su.ac.th/mobile/run2_interstitial_step3_after.png; "
swu.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:22:27.051Z,https://swu.ac.th/,ok,,1,,unknown,,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,evidence/swu.ac.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/swu.ac.th/mobile/run1_interstitial_step1_before.png; 
swu.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:22:29.424Z,https://swu.ac.th/,ok,,1,,unknown,,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,evidence/swu.ac.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/swu.ac.th/mobile/run2_interstitial_step1_before.png; 
nida.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:22:30.149Z,https://nida.ac.th/,ok,,1,,unknown,en-US,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,evidence/nida.ac.th/desktop/run1_banner.png,evidence/nida.ac.th/desktop/run1_manage.png,interstitial_step1_before=evidence/nida.ac.th/desktop/run1_interstitial_step1_before.png; 
nida.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:22:36.684Z,https://nida.ac.th/,ok,,1,,unknown,en-US,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,evidence/nida.ac.th/mobile/run1_banner.png,evidence/nida.ac.th/mobile/run1_manage.png,interstitial_step1_before=evidence/nida.ac.th/mobile/run1_interstitial_step1_before.png; 
nida.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:22:35.542Z,https://nida.ac.th/,ok,,1,,unknown,en-US,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,evidence/nida.ac.th/desktop/run2_banner.png,evidence/nida.ac.th/desktop/run2_manage.png,interstitial_step1_before=evidence/nida.ac.th/desktop/run2_interstitial_step1_before.png; 
nida.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:22:44.973Z,https://nida.ac.th/,ok,,1,,unknown,en-US,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,evidence/nida.ac.th/mobile/run2_banner.png,evidence/nida.ac.th/mobile/run2_manage.png,interstitial_step1_before=evidence/nida.ac.th/mobile/run2_interstitial_step1_before.png; 
burapha.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:22:47.354Z,https://www.burapha.ac.th/,ok,,0,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,evidence/burapha.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/burapha.ac.th/desktop/run1_interstitial_step1_before.png; 
burapha.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:22:49.316Z,https://www.burapha.ac.th/,ok,,0,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,evidence/burapha.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/burapha.ac.th/desktop/run2_interstitial_step1_before.png; 
burapha.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-11T15:22:54.884Z,https://www.burapha.ac.th/,ok,,0,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,evidence/burapha.ac.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/burapha.ac.th/mobile/run1_interstitial_step1_before.png; 
burapha.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-11T15:23:00.315Z,https://www.burapha.ac.th/,ok,,0,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,evidence/burapha.ac.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/burapha.ac.th/mobile/run2_interstitial_step1_before.png; 
nu.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-11T15:23:04.348Z,https://www.nu.ac.th/,ok,,1,,Complianz,th,1,1,0,1,1,1,0,,0,0,0,0,1,0,2,1,,0,,,,,1,,evidence/nu.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/nu.ac.th/desktop/run1_interstitial_step1_before.png; 
nu.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-11T15:23:07.557Z,https://www.nu.ac.th/,ok,,1,,Complianz,th,1,1,0,1,1,1,0,,0,0,0,0,1,0,1,1,,0,,,,,1,,evidence/nu.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/nu.ac.th/desktop/run2_interstitial_step1_before.png; 
