domain,stratum,source,source_rank,run_id,device,viewport,locale,geo_country,datetime_utc,final_url,status,blocked_reason,banner_present,banner_type,cms_cmp_vendor,language_detected,accept_all_first_layer,reject_all_first_layer,manage_first_layer,close_button_present,clicks_accept_all,clicks_reject_all,delta_clicks,steps_reject_description,has_toggle_analytics,has_toggle_ads,default_on_analytics,default_on_ads,has_reject_all_anywhere,third_party_before_consent,third_party_after_reject,tracking_after_reject_flag,dp1_flag,dp2_flag,dp3_flag,dp4_flag,dp5_flag,dp6_flag,dp7_flag,dp8_flag,dp3_flag_adv,dp3_pre_tracking_count,dp3_reject_tracking_count,dp3_accept_tracking_count,dp3_pre_only_endpoints_count,dp3_pre_only_cookies_count,dp3_pre_only_endpoints_sample,dp3_pre_only_cookies_sample,canvas_fp_preconsent,screenshot_path_banner,screenshot_path_manage,notes
allonline.7eleven.co.th,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:34:10.245Z,https://allonline.7eleven.co.th/,ok,,1,,unknown,,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/allonline.7eleven.co.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence/allonline.7eleven.co.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://allonline.7eleven.co.th/bestseller/; interstitial_clicked=""""; interstitial_step1_after=evidence/allonline.7eleven.co.th/mobile/run2_interstitial_step1_after.png; "
7eleven.co.th,ECOM_RETAIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T02:36:12.748Z,https://www.7eleven.co.th/,ok,,1,,unknown,,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/7eleven.co.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence/7eleven.co.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.7eleven.co.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/7eleven.co.th/mobile/run1_interstitial_step1_after.png; "
7eleven.co.th,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:36:11.730Z,https://www.7eleven.co.th/,ok,,1,,unknown,,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/7eleven.co.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence/7eleven.co.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.7eleven.co.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/7eleven.co.th/desktop/run2_interstitial_step1_after.png; "
7eleven.co.th,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:36:22.227Z,https://www.7eleven.co.th/,ok,,1,,unknown,,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/7eleven.co.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence/7eleven.co.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.7eleven.co.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/7eleven.co.th/mobile/run2_interstitial_step1_after.png; "
foodpanda.co.th,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:36:32.861Z,https://www.foodpanda.co.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/foodpanda.co.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/foodpanda.co.th/desktop/run2_interstitial_step1_before.png; 
foodpanda.co.th,ECOM_RETAIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T02:36:32.848Z,https://www.foodpanda.co.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/foodpanda.co.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/foodpanda.co.th/desktop/run1_interstitial_step1_before.png; 
foodpanda.co.th,ECOM_RETAIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T02:36:38.920Z,https://www.foodpanda.co.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/foodpanda.co.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/foodpanda.co.th/mobile/run1_interstitial_step1_before.png; 
foodpanda.co.th,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:36:39.893Z,https://www.foodpanda.co.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/foodpanda.co.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/foodpanda.co.th/mobile/run2_interstitial_step1_before.png; 
grab.com,ECOM_RETAIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T02:36:39.897Z,https://www.grab.com/th/,ok,,1,,OneTrust,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/grab.com/desktop/run1_banner.png,evidence/grab.com/desktop/run1_manage.png,"interstitial_step1_before=evidence/grab.com/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step1_after=evidence/grab.com/desktop/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/grab.com/desktop/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step2_after=evidence/grab.com/desktop/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/grab.com/desktop/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step3_after=evidence/grab.com/desktop/run1_interstitial_step3_after.png; "
grab.com,ECOM_RETAIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T02:36:46.444Z,https://www.grab.com/th/,ok,,1,,OneTrust,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/grab.com/mobile/run1_banner.png,evidence/grab.com/mobile/run1_manage.png,"interstitial_step1_before=evidence/grab.com/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step1_after=evidence/grab.com/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/grab.com/mobile/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step2_after=evidence/grab.com/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/grab.com/mobile/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step3_after=evidence/grab.com/mobile/run1_interstitial_step3_after.png; "
grab.com,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:36:45.400Z,https://www.grab.com/th/,ok,,1,,OneTrust,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/grab.com/desktop/run2_banner.png,evidence/grab.com/desktop/run2_manage.png,"interstitial_step1_before=evidence/grab.com/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step1_after=evidence/grab.com/desktop/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/grab.com/desktop/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step2_after=evidence/grab.com/desktop/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/grab.com/desktop/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step3_after=evidence/grab.com/desktop/run2_interstitial_step3_after.png; "
lineman.wongnai.com,ECOM_RETAIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T02:37:33.136Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://lineman.wongnai.com/
Call log:
[2m  - navigating to ""http://lineman.wongnai.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
lineman.wongnai.com,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:37:33.877Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://lineman.wongnai.com/
Call log:
[2m  - navigating to ""http://lineman.wongnai.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
lineman.wongnai.com,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:37:34.658Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://lineman.wongnai.com/
Call log:
[2m  - navigating to ""http://lineman.wongnai.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
lineman.wongnai.com,ECOM_RETAIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T02:37:34.652Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://lineman.wongnai.com/
Call log:
[2m  - navigating to ""http://lineman.wongnai.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
wongnai.com,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:37:35.144Z,https://www.wongnai.com/,blocked_by_antibot,cloudflare_turnstile,0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,interstitial_step1_before=evidence/wongnai.com/desktop/run2_interstitial_step1_before.png; 
wongnai.com,ECOM_RETAIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T02:37:35.136Z,https://www.wongnai.com/,blocked_by_antibot,cloudflare_turnstile,0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,interstitial_step1_before=evidence/wongnai.com/desktop/run1_interstitial_step1_before.png; 
grab.com,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:37:22.417Z,https://www.grab.com/th/,ok,,1,,OneTrust,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/grab.com/mobile/run2_banner.png,evidence/grab.com/mobile/run2_manage.png,"interstitial_step1_before=evidence/grab.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step1_after=evidence/grab.com/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/grab.com/mobile/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step2_after=evidence/grab.com/mobile/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/grab.com/mobile/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.grab.com/th/#; interstitial_clicked=""""; interstitial_step3_after=evidence/grab.com/mobile/run2_interstitial_step3_after.png; "
wongnai.com,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:37:39.870Z,https://www.wongnai.com/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/wongnai.com/mobile/run2_banner.png,evidence/wongnai.com/mobile/run2_manage.png,"interstitial_step1_before=evidence/wongnai.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.wongnai.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/wongnai.com/mobile/run2_interstitial_step1_after.png; "
wongnai.com,ECOM_RETAIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T02:37:39.869Z,https://www.wongnai.com/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/wongnai.com/mobile/run1_banner.png,evidence/wongnai.com/mobile/run1_manage.png,"interstitial_step1_before=evidence/wongnai.com/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.wongnai.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/wongnai.com/mobile/run1_interstitial_step1_after.png; "
robinhood.co.th,ECOM_RETAIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T02:37:46.253Z,https://www.robinhood.co.th/th/,ok,,1,,unknown,en,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/robinhood.co.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence/robinhood.co.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.robinhood.co.th/th/; interstitial_clicked=""""; interstitial_step1_after=evidence/robinhood.co.th/desktop/run1_interstitial_step1_after.png; "
robinhood.co.th,ECOM_RETAIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T02:37:52.975Z,https://www.robinhood.co.th/,ok,,1,,unknown,en,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/robinhood.co.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence/robinhood.co.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.robinhood.co.th/th/; interstitial_clicked=""""; interstitial_step1_after=evidence/robinhood.co.th/mobile/run1_interstitial_step1_after.png; "
robinhood.co.th,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:37:52.516Z,https://www.robinhood.co.th/th/,ok,,1,,unknown,en,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/robinhood.co.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence/robinhood.co.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.robinhood.co.th/th/; interstitial_clicked=""""; interstitial_step1_after=evidence/robinhood.co.th/desktop/run2_interstitial_step1_after.png; "
robinhood.co.th,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:37:57.638Z,https://www.robinhood.co.th/,ok,,1,,unknown,en,1,0,0,0,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/robinhood.co.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence/robinhood.co.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.robinhood.co.th/th/; interstitial_clicked=""""; interstitial_step1_after=evidence/robinhood.co.th/mobile/run2_interstitial_step1_after.png; "
gojek.com,ECOM_RETAIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T02:38:02.166Z,https://gojek.com/en-id,ok,,1,,OneTrust,en,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/gojek.com/desktop/run1_banner.png,evidence/gojek.com/desktop/run1_manage.png,"interstitial_step1_before=evidence/gojek.com/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://gojek.com/en-id; interstitial_clicked=""""; interstitial_step1_after=evidence/gojek.com/desktop/run1_interstitial_step1_after.png; "
gojek.com,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:38:03.574Z,https://gojek.com/en-id,ok,,1,,OneTrust,en,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/gojek.com/desktop/run2_banner.png,evidence/gojek.com/desktop/run2_manage.png,"interstitial_step1_before=evidence/gojek.com/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://gojek.com/en-id; interstitial_clicked=""""; interstitial_step1_after=evidence/gojek.com/desktop/run2_interstitial_step1_after.png; "
gojek.com,ECOM_RETAIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T02:38:09.439Z,https://www.gojek.io/careers,ok,,1,,OneTrust,en,0,0,1,0,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,1,,,,,0,,,,,,,,,,,,,,,evidence/gojek.com/mobile/run1_banner.png,evidence/gojek.com/mobile/run1_manage.png,"interstitial_step1_before=evidence/gojek.com/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://gojek.com/careers/view/growth-operations-senior-associate?id=5390091e-3254-40ce-ba55-0ffeb237cdde; interstitial_clicked=""""; interstitial_step1_after=evidence/gojek.com/mobile/run1_interstitial_step1_after.png; "
gojek.com,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:40:26.636Z,https://gojek.com/en-id,ok,,1,,OneTrust,en,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/gojek.com/mobile/run2_banner.png,evidence/gojek.com/mobile/run2_manage.png,"interstitial_step1_before=evidence/gojek.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://gojek.com/en-id; interstitial_clicked=""""; interstitial_step1_after=evidence/gojek.com/mobile/run2_interstitial_step1_after.png; "
hungryhub.com,ECOM_RETAIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T02:40:35.905Z,https://web.hungryhub.com/en/bangkok/web,ok,,1,,unknown,en,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,1,,,1,1,0,,,,,,,,,,,,,,,evidence/hungryhub.com/desktop/run1_banner.png,evidence/hungryhub.com/desktop/run1_manage.png,"interstitial_step1_before=evidence/hungryhub.com/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://web.hungryhub.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/hungryhub.com/desktop/run1_interstitial_step1_after.png; "
hungryhub.com,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:41:14.883Z,https://web.hungryhub.com/en/bangkok/web,ok,,1,,unknown,en,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/hungryhub.com/desktop/run2_banner.png,evidence/hungryhub.com/desktop/run2_manage.png,"interstitial_step1_before=evidence/hungryhub.com/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://web.hungryhub.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/hungryhub.com/desktop/run2_interstitial_step1_after.png; "
hungryhub.com,ECOM_RETAIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T02:42:20.539Z,https://web.hungryhub.com/en/bangkok,ok,,1,,unknown,en,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,20,,,1,1,0,,,,,,,,,,,,,,,evidence/hungryhub.com/mobile/run1_banner.png,evidence/hungryhub.com/mobile/run1_manage.png,"interstitial_step1_before=evidence/hungryhub.com/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://web.hungryhub.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/hungryhub.com/mobile/run1_interstitial_step1_after.png; "
hungryhub.com,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:42:36.274Z,https://web.hungryhub.com/en/bangkok,ok,,1,,unknown,en,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,20,,,1,1,0,,,,,,,,,,,,,,,evidence/hungryhub.com/mobile/run2_banner.png,evidence/hungryhub.com/mobile/run2_manage.png,"interstitial_step1_before=evidence/hungryhub.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://web.hungryhub.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/hungryhub.com/mobile/run2_interstitial_step1_after.png; "
makroclick.com,ECOM_RETAIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T02:42:42.533Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://makroclick.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
makroclick.com,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:42:48.947Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://makroclick.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
makroclick.com,ECOM_RETAIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T02:42:53.175Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://makroclick.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
kaidee.com,ECOM_RETAIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T02:43:49.098Z,https://www.kaidee.com/,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,3,1,,0,0,,,,1,,,,,,,,,,,evidence/kaidee.com/desktop/run1_banner.png,evidence/kaidee.com/desktop/run1_manage.png,"interstitial_step1_before=evidence/kaidee.com/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.kaidee.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/kaidee.com/desktop/run1_interstitial_step1_after.png; "
makroclick.com,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:43:42.668Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://makroclick.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
kaidee.com,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:43:53.345Z,https://www.kaidee.com/#,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,3,1,,0,0,,,,1,,,,,,,,,,,evidence/kaidee.com/desktop/run2_banner.png,evidence/kaidee.com/desktop/run2_manage.png,"interstitial_step1_before=evidence/kaidee.com/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.kaidee.com/#; interstitial_clicked=""""; interstitial_step1_after=evidence/kaidee.com/desktop/run2_interstitial_step1_after.png; "
kaidee.com,ECOM_RETAIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T02:44:33.536Z,https://www.kaidee.com/,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,4,1,,0,0,,,,1,,,,,,,,,,,evidence/kaidee.com/mobile/run1_banner.png,evidence/kaidee.com/mobile/run1_manage.png,"interstitial_step1_before=evidence/kaidee.com/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.kaidee.com/messages; interstitial_clicked=""""; interstitial_step1_after=evidence/kaidee.com/mobile/run1_interstitial_step1_after.png; "
kaidee.com,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:44:43.387Z,https://www.kaidee.com/,ok,,1,,unknown,th,1,1,1,1,1,1,0,,0,0,0,0,1,1,5,1,,0,0,,,,1,,,,,,,,,,,evidence/kaidee.com/mobile/run2_banner.png,evidence/kaidee.com/mobile/run2_manage.png,"interstitial_step1_before=evidence/kaidee.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.kaidee.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/kaidee.com/mobile/run2_interstitial_step1_after.png; "
tarad.com,ECOM_RETAIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T02:44:58.251Z,https://www.tarad.com/index?l-id=th_pc_tarad_landingpage_menu,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/tarad.com/desktop/run1_banner.png,,"interstitial_step1_before=evidence/tarad.com/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.tarad.com/index?l-id=th_pc_tarad_landingpage_menu; interstitial_clicked=""""; interstitial_step1_after=evidence/tarad.com/desktop/run1_interstitial_step1_after.png; "
tarad.com,ECOM_RETAIL,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T02:45:22.283Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://tarad.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
tarad.com,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:45:18.068Z,https://www.tarad.com/index?l-id=th_pc_tarad_landingpage_menu,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/tarad.com/desktop/run2_banner.png,,"interstitial_step1_before=evidence/tarad.com/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.tarad.com/index?l-id=th_pc_tarad_landingpage_menu; interstitial_clicked=""""; interstitial_step1_after=evidence/tarad.com/desktop/run2_interstitial_step1_after.png; "
priceza.com,ECOM_RETAIL,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T02:46:23.463Z,https://www.priceza.com/#,ok,,0,,unknown,,1,0,0,1,1,,,,0,0,0,0,0,2,,,1,,,,,,,,,,,,,,,,,evidence/priceza.com/desktop/run1_banner.png,,"interstitial_step1_before=evidence/priceza.com/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.priceza.com/#; interstitial_clicked=""""; interstitial_step1_after=evidence/priceza.com/desktop/run1_interstitial_step1_after.png; "
priceza.com,ECOM_RETAIL,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T02:46:37.805Z,https://www.priceza.com/,ok,,0,,unknown,,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/priceza.com/desktop/run2_banner.png,,"interstitial_step1_before=evidence/priceza.com/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.priceza.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/priceza.com/desktop/run2_interstitial_step1_after.png; "
tarad.com,ECOM_RETAIL,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T02:46:11.513Z,http://www.tarad.com/,ok,,1,,unknown,,1,0,0,1,1,,,,0,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,evidence/tarad.com/mobile/run2_banner.png,,"interstitial_step1_before=evidence/tarad.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=http://www.tarad.com/; interstitial_clicked=""""; interstitial_step1_after=evidence/tarad.com/mobile/run2_interstitial_step1_after.png; "
