domain,stratum,source,source_rank,run_id,device,viewport,locale,geo_country,datetime_utc,final_url,status,blocked_reason,banner_present,banner_type,cms_cmp_vendor,language_detected,accept_all_first_layer,reject_all_first_layer,manage_first_layer,close_button_present,clicks_accept_all,clicks_reject_all,delta_clicks,steps_reject_description,has_toggle_analytics,has_toggle_ads,default_on_analytics,default_on_ads,has_reject_all_anywhere,third_party_before_consent,third_party_after_reject,tracking_after_reject_flag,dp1_flag,dp2_flag,dp3_flag,dp4_flag,dp5_flag,dp6_flag,dp7_flag,dp8_flag,dp3_flag_adv,dp3_pre_tracking_count,dp3_reject_tracking_count,dp3_accept_tracking_count,dp3_pre_only_endpoints_count,dp3_pre_only_cookies_count,dp3_pre_only_endpoints_sample,dp3_pre_only_cookies_sample,canvas_fp_preconsent,screenshot_path_banner,screenshot_path_manage,notes
kmitl.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:50:08.260Z,https://kmitl.ac.th/,ok,,1,,unknown,en,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,evidence/kmitl.ac.th/desktop/run2_banner.png,evidence/kmitl.ac.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/kmitl.ac.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://kmitl.ac.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/kmitl.ac.th/desktop/run2_interstitial_step1_after.png; "
kmitl.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:49:56.199Z,https://kmitl.ac.th/,ok,,1,,unknown,en,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,evidence/kmitl.ac.th/desktop/run1_banner.png,evidence/kmitl.ac.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/kmitl.ac.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://kmitl.ac.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/kmitl.ac.th/desktop/run1_interstitial_step1_after.png; "
kmutt.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:51:05.694Z,https://kmutt.ac.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/kmutt.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/kmutt.ac.th/desktop/run1_interstitial_step1_before.png; 
kmitl.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:50:59.276Z,https://kmitl.ac.th/,ok,,1,,unknown,en,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,evidence/kmitl.ac.th/mobile/run1_banner.png,evidence/kmitl.ac.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/kmitl.ac.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://kmitl.ac.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/kmitl.ac.th/mobile/run1_interstitial_step1_after.png; "
kmutt.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:51:12.216Z,https://kmutt.ac.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/kmutt.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/kmutt.ac.th/desktop/run2_interstitial_step1_before.png; 
kmutt.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:51:16.192Z,https://kmutt.ac.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/kmutt.ac.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/kmutt.ac.th/mobile/run1_interstitial_step1_before.png; 
kmutt.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:51:18.760Z,https://kmutt.ac.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/kmutt.ac.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/kmutt.ac.th/mobile/run2_interstitial_step1_before.png; 
kmutnb.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:51:22.606Z,chrome-error://chromewebdata/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/kmutnb.ac.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence/kmutnb.ac.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://kmutnb.ac.th/home.aspx; interstitial_clicked=""""; interstitial_step1_after=evidence/kmutnb.ac.th/desktop/run1_interstitial_step1_after.png; "
kmutnb.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:51:39.250Z,,error,"page.goto: net::ERR_EMPTY_RESPONSE at http://kmutnb.ac.th/
Call log:
[2m  - navigating to ""http://kmutnb.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
kmutnb.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:51:39.941Z,,error,"page.goto: net::ERR_EMPTY_RESPONSE at http://kmutnb.ac.th/
Call log:
[2m  - navigating to ""http://kmutnb.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
kmutnb.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:51:25.675Z,chrome-error://chromewebdata/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/kmutnb.ac.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence/kmutnb.ac.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://kmutnb.ac.th/home.aspx; interstitial_clicked=""""; interstitial_step1_after=evidence/kmutnb.ac.th/desktop/run2_interstitial_step1_after.png; "
su.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:51:40.221Z,https://su.ac.th/suweb/th,ok,,1,,unknown,en,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,,,,,,,,,,evidence/su.ac.th/desktop/run1_banner.png,evidence/su.ac.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/su.ac.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://su.ac.th/suweb/th; interstitial_clicked=""""; interstitial_step1_after=evidence/su.ac.th/desktop/run1_interstitial_step1_after.png; "
su.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:51:43.256Z,https://su.ac.th/suweb/th,ok,,1,,unknown,en,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,,,,,,,,,,evidence/su.ac.th/desktop/run2_banner.png,evidence/su.ac.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/su.ac.th/desktop/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/su.ac.th/desktop/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/su.ac.th/desktop/run2_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step2_after=evidence/su.ac.th/desktop/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/su.ac.th/desktop/run2_interstitial_step3_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step3_after=evidence/su.ac.th/desktop/run2_interstitial_step3_after.png; "
kmitl.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:51:04.802Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://kmitl.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
su.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:51:53.698Z,https://su.ac.th/suweb/th,ok,,1,,unknown,en,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,,,,,,,,,,evidence/su.ac.th/mobile/run1_banner.png,evidence/su.ac.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/su.ac.th/mobile/run1_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/su.ac.th/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/su.ac.th/mobile/run1_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step2_after=evidence/su.ac.th/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/su.ac.th/mobile/run1_interstitial_step3_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step3_after=evidence/su.ac.th/mobile/run1_interstitial_step3_after.png; "
swu.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:52:05.688Z,https://swu.ac.th/,blocked_by_antibot,cloudflare_turnstile,0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,interstitial_step1_before=evidence/swu.ac.th/desktop/run1_interstitial_step1_before.png; 
su.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:51:56.860Z,https://su.ac.th/suweb/th,ok,,1,,unknown,en,1,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,,0,0,,,,0,,,,,,,,,,,evidence/su.ac.th/mobile/run2_banner.png,evidence/su.ac.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/su.ac.th/mobile/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence/su.ac.th/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/su.ac.th/mobile/run2_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step2_after=evidence/su.ac.th/mobile/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/su.ac.th/mobile/run2_interstitial_step3_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step3_after=evidence/su.ac.th/mobile/run2_interstitial_step3_after.png; "
swu.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:52:06.439Z,https://swu.ac.th/,blocked_by_antibot,cloudflare_turnstile,0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,interstitial_step1_before=evidence/swu.ac.th/desktop/run2_interstitial_step1_before.png; 
swu.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:52:09.519Z,https://swu.ac.th/,ok,,1,,unknown,,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/swu.ac.th/mobile/run2_banner.png,evidence/swu.ac.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/swu.ac.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://swu.ac.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/swu.ac.th/mobile/run2_interstitial_step1_after.png; "
swu.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:52:09.468Z,https://swu.ac.th/,ok,,1,,unknown,,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/swu.ac.th/mobile/run1_banner.png,evidence/swu.ac.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/swu.ac.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://swu.ac.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/swu.ac.th/mobile/run1_interstitial_step1_after.png; "
nida.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:52:10.153Z,https://nida.ac.th/,ok,,1,,unknown,en-US,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,evidence/nida.ac.th/desktop/run1_banner.png,evidence/nida.ac.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/nida.ac.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/nida.ac.th/desktop/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/nida.ac.th/desktop/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step2_after=evidence/nida.ac.th/desktop/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/nida.ac.th/desktop/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step3_after=evidence/nida.ac.th/desktop/run1_interstitial_step3_after.png; "
nida.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:52:20.860Z,https://nida.ac.th/,ok,,1,,unknown,en-US,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,evidence/nida.ac.th/mobile/run1_banner.png,evidence/nida.ac.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/nida.ac.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/nida.ac.th/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/nida.ac.th/mobile/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step2_after=evidence/nida.ac.th/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/nida.ac.th/mobile/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step3_after=evidence/nida.ac.th/mobile/run1_interstitial_step3_after.png; "
nida.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:52:25.876Z,https://nida.ac.th/,ok,,1,,unknown,en-US,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,evidence/nida.ac.th/mobile/run2_banner.png,evidence/nida.ac.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/nida.ac.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/nida.ac.th/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/nida.ac.th/mobile/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step2_after=evidence/nida.ac.th/mobile/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/nida.ac.th/mobile/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step3_after=evidence/nida.ac.th/mobile/run2_interstitial_step3_after.png; "
nida.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:52:20.858Z,https://nida.ac.th/,ok,,1,,unknown,en-US,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,evidence/nida.ac.th/desktop/run2_banner.png,evidence/nida.ac.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/nida.ac.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/nida.ac.th/desktop/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/nida.ac.th/desktop/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step2_after=evidence/nida.ac.th/desktop/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/nida.ac.th/desktop/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://nida.ac.th/; interstitial_clicked=""""; interstitial_step3_after=evidence/nida.ac.th/desktop/run2_interstitial_step3_after.png; "
burapha.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:52:39.166Z,"https://www.burapha.ac.th/253/12%20Moo.%2013%20Pattaya%20City,%20Nongprue,%20Banglamung,%20Chonburi%2020150",ok,,0,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/burapha.ac.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence/burapha.ac.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.burapha.ac.th/253/12%20Moo.%2013%20Pattaya%20City,%20Nongprue,%20Banglamung,%20Chonburi%2020150; interstitial_clicked=""""; interstitial_step1_after=evidence/burapha.ac.th/desktop/run1_interstitial_step1_after.png; "
burapha.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:52:44.596Z,https://www.burapha.ac.th/,ok,,0,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/burapha.ac.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/burapha.ac.th/mobile/run1_interstitial_step1_before.png; 
burapha.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:53:07.131Z,https://www.burapha.ac.th/,ok,,0,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/burapha.ac.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/burapha.ac.th/mobile/run2_interstitial_step1_before.png; 
burapha.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:52:42.982Z,https://www.burapha.ac.th/news/,ok,,0,,unknown,en-US,1,0,0,1,1,,,,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,evidence/burapha.ac.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence/burapha.ac.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.burapha.ac.th/news/; interstitial_clicked=""""; interstitial_step1_after=evidence/burapha.ac.th/desktop/run2_interstitial_step1_after.png; "
nu.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:54:16.295Z,https://www.nu.ac.th/,ok,,1,,Complianz,th,1,1,0,1,1,1,0,,0,0,0,0,1,0,0,0,,0,,,,,0,,,,,,,,,,,evidence/nu.ac.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence/nu.ac.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.nu.ac.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/nu.ac.th/desktop/run1_interstitial_step1_after.png; "
nu.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:54:24.407Z,https://www.nu.ac.th/,ok,,1,,Complianz,th,1,1,0,1,1,1,0,,0,0,0,0,1,0,0,0,,0,,,,,0,,,,,,,,,,,evidence/nu.ac.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence/nu.ac.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.nu.ac.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/nu.ac.th/desktop/run2_interstitial_step1_after.png; "
wu.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:55:48.668Z,https://wu.ac.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/wu.ac.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/wu.ac.th/desktop/run1_interstitial_step1_before.png; 
nu.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:54:24.838Z,https://www.nu.ac.th/,ok,,1,,Complianz,th,1,1,1,1,1,1,0,,0,0,0,0,1,1,0,0,,0,0,,,,0,,,,,,,,,,,evidence/nu.ac.th/mobile/run1_banner.png,evidence/nu.ac.th/mobile/run1_manage.png,interstitial_step1_before=evidence/nu.ac.th/mobile/run1_interstitial_step1_before.png; 
wu.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:56:26.130Z,https://wu.ac.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/wu.ac.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/wu.ac.th/desktop/run2_interstitial_step1_before.png; 
nu.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:55:46.192Z,https://www.nu.ac.th/,ok,,1,,Complianz,th,1,1,1,1,1,1,0,,0,0,0,0,1,0,1,1,,0,0,,,,1,,,,,,,,,,,evidence/nu.ac.th/mobile/run2_banner.png,evidence/nu.ac.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/nu.ac.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.nu.ac.th/?page_id=17557; interstitial_clicked=""""; interstitial_step1_after=evidence/nu.ac.th/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/nu.ac.th/mobile/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.nu.ac.th/; interstitial_clicked=""""; interstitial_step2_after=evidence/nu.ac.th/mobile/run2_interstitial_step2_after.png; "
mju.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:56:51.229Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mju.ac.th/
Call log:
[2m  - navigating to ""http://mju.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
mju.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:56:51.578Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mju.ac.th/
Call log:
[2m  - navigating to ""http://mju.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
mju.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:56:51.731Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mju.ac.th/
Call log:
[2m  - navigating to ""http://mju.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
mju.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:56:51.885Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://mju.ac.th/
Call log:
[2m  - navigating to ""http://mju.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
msu.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:56:52.021Z,https://msu.ac.th/,blocked_by_antibot,cloudflare_turnstile,0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,interstitial_step1_before=evidence/msu.ac.th/desktop/run1_interstitial_step1_before.png; 
wu.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:56:33.019Z,https://wu.ac.th/th,ok,,1,,unknown,en,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,evidence/wu.ac.th/mobile/run1_banner.png,evidence/wu.ac.th/mobile/run1_manage.png,interstitial_step1_before=evidence/wu.ac.th/mobile/run1_interstitial_step1_before.png; 
wu.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:56:41.964Z,https://wu.ac.th/th,ok,,1,,unknown,en,0,0,1,1,,2,,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,evidence/wu.ac.th/mobile/run2_banner.png,evidence/wu.ac.th/mobile/run2_manage.png,interstitial_step1_before=evidence/wu.ac.th/mobile/run2_interstitial_step1_before.png; 
msu.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:56:56.388Z,https://msu.ac.th/,blocked_by_antibot,cloudflare_turnstile,0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,interstitial_step1_before=evidence/msu.ac.th/desktop/run2_interstitial_step1_before.png; 
ubu.ac.th,EDU,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-13T13:57:00.514Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://ubu.ac.th/
Call log:
[2m  - navigating to ""http://ubu.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
ubu.ac.th,EDU,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-13T13:57:00.772Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://ubu.ac.th/
Call log:
[2m  - navigating to ""http://ubu.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
ubu.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:57:00.883Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://ubu.ac.th/
Call log:
[2m  - navigating to ""http://ubu.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
ubu.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:57:01.176Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://ubu.ac.th/
Call log:
[2m  - navigating to ""http://ubu.ac.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
msu.ac.th,EDU,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-13T13:56:59.611Z,https://msu.ac.th/,blocked_by_antibot,cloudflare_turnstile,0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,interstitial_step1_before=evidence/msu.ac.th/mobile/run1_interstitial_step1_before.png; 
msu.ac.th,EDU,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-13T13:56:59.614Z,https://msu.ac.th/,blocked_by_antibot,cloudflare_turnstile,0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,interstitial_step1_before=evidence/msu.ac.th/mobile/run2_interstitial_step1_before.png; 
